WBAN,YYYYMMDD,Tmax,TmaxFlag,Tmin,TminFlag,Tavg,TavgFlag,Depart,DepartFlag,DewPoint,DewPointFlag,WetBulb,WetBulbFlag,Heat,HeatFlag,Cool,CoolFlag,Sunrise,SunriseFlag,Sunset,SunsetFlag,CodeSum,CodeSumFlag,Depth,DepthFlag,Water1,Water1Flag,SnowFall,SnowFallFlag,PrecipTotal,PrecipTotalFlag,StnPressure,StnPressureFlag,SeaLevel,SeaLevelFlag,ResultSpeed,ResultSpeedFlag,ResultDir,ResultDirFlag,AvgSpeed,AvgSpeedFlag,Max5Speed,Max5SpeedFlag,Max5Dir,Max5DirFlag,Max2Speed,Max2SpeedFlag,Max2Dir,Max2DirFlag
94846,20101114,48," ",37," ",43," "," 3"," ",32," ",37," ",22," ",0," ",0640," ",1632," ","RA BR"," ",M," ",M," ",M," ",0.08," ",29.14," ",29.89," ",12.8," ",25," ",13.2," ",31," ",280," ",24," ",230," "
94846,20101115,51," ",32," ",42," "," 2"," ",34," ",38," ",23," ",0," ",0641," ",1631," ",BR," ",M," ",M," ",M," ",0.00," ",29.13," ",29.88," ",7.2," ",19," ",7.5," ",25," ",200," ",20," ",200," "
94846,20101116,50," ",32," ",41," "," 2"," ",32," ",37," ",24," ",0," ",0642," ",1630," "," "," ",M," ",M," ",M," ",0.00," ",28.99," ",29.73," ",1.5," ",5," ",5.2," ",21," ",50," ",12," ",90," "
94846,20101117,47," ",37," ",42," "," 3"," ",36," ",39," ",23," ",0," ",0644," ",1629," ","DZ BR HZ"," ",M," ",M," ",M," ","  T"," ",29.31," ",30," ",7.3," ",30," ",7.9," ",18," ",330," ",15," ",340," "
94846,20101118,39," ",26," ",33," ",-5," ",26," ",31," ",32," ",0," ",0645," ",1629," "," "," ",M," ",M," ",M," ",0.00," ",29.54," ",30.27," ",5.7," ",31," ",6.6," ",17," ",330," ",13," ",300," "
94846,20101119,51," ",25," ",38," "," 0"," ",30," ",35," ",27," ",0," ",0646," ",1628," "," "," ",M," ",M," ",M," ",0.00," ",29.35," ",30.11," ",9.4," ",21," ",10.7," ",35," ",200," ",28," ",200," "
94846,20101120,43," ",30," ",37," "," 0"," ",30," ",34," ",28," ",0," ",0647," ",1627," ",BR," ",M," ",M," ",M," ",0.00," ",29.48," ",30.23," ",7.2," ",5," ",9.2," ",29," ",50," ",17," ",30," "
94846,20101121,60," ",41," ",51," ",14," ",47," ",49," ",14," ",0," ",0648," ",1626," ","DZ BR HZ"," ",M," ",M," ",M," ","  T"," ",29.18," ",29.94," ",12.4," ",18," ",13.6," ",35," ",210," ",26," ",200," "
94846,20101122,67," ",39," ",53," ",16," ",53," ",55," ",12," ",0," ",0650," ",1626," ","RA BR HZ"," ",M," ",M," ",M," ",1.37," ",29.05," ",29.77," ",12," ",22," ",14.5," ",44," ",150," ",26," ",170," "
94846,20101123,39," ",26," ",33," ",-3," ",20," ",27," ",32," ",0," ",0651," ",1625," "," "," ",M," ",M," ",M," ",0.00," ",29.47," ",30.18," ",9.6," ",28," ",10.6," ",30," ",290," ",24," ",290," "
94846,20101124,40," ",25," ",33," ",-3," ",29," ",32," ",32," ",0," ",0652," ",1625," ","RA BR"," ",M," ",M," ",M," ",0.13," ",29.24," ",30.03," ",13.9," ",13," ",15.2," ",37," ",130," ",29," ",130," "
94846,20101125,39," ",21," ",30," ",-5," ",27," ",31," ",35," ",0," ",0653," ",1624," ","DZ BR"," ",M," ",M," ",M," ",0.01," ",29.05," ",29.8," ",9.2," ",28," ",9.9," ",29," ",270," ",22," ",290," "
94846,20101126,32," ",18," ",25," ",-10," ",15," ",23," ",40," ",0," ",0654," ",1623," "," "," ",M," ",M," ",M," ",0.00," ",29.13," ",29.87," ",14.7," ",26," ",15," ",31," ",260," ",24," ",260," "
94846,20101127,34," ",21," ",28," ",-6," ",16," ",23," ",37," ",0," ",0655," ",1623," "," "," ",M," ",M," ",M," ",0.00," ",29.36," ",30.08," ",7," ",28," ",7.7," ",24," ",280," ",17," ",290," "
94846,20101128,46," ",22," ",34," "," 0"," ",25," ",31," ",31," ",0," ",0657," ",1623," "," "," ",M," ",M," ",M," ",0.00," ",29.39," ",30.15," ",9.5," ",17," ",9.9," ",22," ",180," ",17," ",170," "
94846,20101129,49," ",33," ",41," "," 7"," ",35," ",39," ",24," ",0," ",0658," ",1622," ","RA BR"," ",M," ",M," ",M," ",0.51," ",29.10," ",29.9," ",12.5," ",16," ",12.7," ",30," ",140," ",25," ",130," "
94846,20101130,49," ",25," ",37," "," 4"," ",29," ",32," ",28," ",0," ",0659," ",1622," ","RA SN BR"," ",M," ",M," ",M," ",0.02," ",28.98," ",29.72," ",14.5," ",24," ",15.4," ",33," ",240," ",25," ",250," "
23174,20101201,69," ",49," ",59," "," 0"," ",25," ",45," ",6," ",0," ",0641," ",1645," "," "," ",M," ",M," ",M," ",0.00," ",29.73," ",30.09," ",1.9," ",32," ",5.3," ",15," ",280," ",13," ",270," "
23174,20101202,71," ",47," ",59," "," 0"," ",39," ",49," ",6," ",0," ",0641," ",1645," "," "," ",M," ",M," ",M," ",0.00," ",29.69," ",30.04," ",0.5," ",21," ",4.1," ",14," ",290," ",13," ",270," "
23174,20101203,69," ",49," ",59," "," 0"," ",44," ",50," ",6," ",0," ",0642," ",1645," ","BR HZ"," ",M," ",M," ",M," ",0.00," ",29.66," ",30.01," ",0.9," ",11," ",4.4," ",16," ",290," ",13," ",270," "
23174,20101204,64," ",52," ",58," ",-1," ",48," ",52," ",7," ",0," ",0643," ",1645," ","BR HZ"," ",M," ",M," ",M," ",0.00," ",29.71," ",30.06," ",0.2," ",29," ",5.6," ",15," ",260," ",13," ",100," "
23174,20101205,68," ",51," ",60," "," 2"," ",45," ",51," ",5," ",0," ",0644," ",1645," ","RA BR HZ"," ",M," ",M," ",M," ",0.28," ",29.75," ",30.1," ",0.4," ",16," ",4.7," ",29," ",260," ",24," ",260," "
23174,20101206,64," ",52," ",58," "," 0"," ",51," ",53," ",7," ",0," ",0645," ",1645," ","RA FG+ MIFG"," ",M," ",M," ",M," ",0.03," ",29.84," ",30.19," ",3," ",27," ",4.4," ",18," ",290," ",14," ",280," "
23174,20101207,74," ",48," ",61," "," 3"," ",48," ",53," ",4," ",0," ",0646," ",1645," ","FG+ BCFG"," ",M," ",M," ",M," ",0.00," ",29.80," ",30.16," ",1.8," ",27," ",4.5," ",16," ",270," ",15," ",280," "
23174,20101208,69," ",48," ",59," "," 1"," ",46," ",52," ",6," ",0," ",0646," ",1645," "," "," ",M," ",M," ",M," ",0.00," ",29.78," ",30.13," ",1.6," ",26," ",4.5," ",15," ",280," ",13," ",270," "
23174,20101209,65," ",50," ",58," "," 0"," ",50," ",53," ",7," ",0," ",0647," ",1645," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.76," ",30.11," ",2.3," ",25," ",3.6," ",18," ",250," ",13," ",290," "
23174,20101210,68," ",52," ",60," "," 2"," ",53," ",55," ",5," ",0," ",0648," ",1645," ","FG+ FG MIFG BCFG BR"," ",M," ",M," ",M," ",0.00," ",29.74," ",30.09," ",1.5," ",23," ",5.2," ",16," ",260," ",15," ",260," "
23174,20101211,72," ",54," ",63," "," 5"," ",54," ",58," ",2," ",0," ",0649," ",1645," ","FG BCFG"," ",M," ",M," ",M," ",0.00," ",29.73," ",30.07," ",2.9," ",13," ",5.3," ",12," ",200," ",12," ",200," "
23174,20101212,83," ",67," ",75," ",17," ",45," ",58," ",0," ",10," ",0649," ",1645," "," "," ",M," ",M," ",M," ",0.00," ",29.75," ",30.09," ",2.7," ",5," ",5.2," ",9," ",60," ",9," ",60," "
23174,20101213,78," ",53," ",66," "," 8"," ",46," ",56," ",0," ",1," ",0650," ",1645," ","FG+ FG BCFG BR"," ",M," ",M," ",M," ",0.00," ",29.64," ",29.98," ",1.9," ",27," ",5.9," ",17," ",280," ",14," ",270," "
23174,20101214,59," ",53," ",56," ",-1," ",50," ",52," ",9," ",0," ",0651," ",1646," ","FG+ BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.62," ",29.97," ",1.3," ",20," ",3.6," ",15," ",160," ",10," ",270," "
23174,20101215,60," ",55," ",58," "," 1"," ",51," ",54," ",7," ",0," ",0651," ",1646," ","RA BCFG BR HZ"," ",M," ",M," ",M," ","  T"," ",29.59," ",29.94," ",1.6," ",13," ",6," ",14," ",260," ",12," ",270," "
23174,20101216,61," ",54," ",58," "," 1"," ",49," ",52," ",7," ",0," ",0652," ",1646," ",RA," ",M," ",M," ",M," ",0.01," ",29.59," ",29.94," ",4," ",23," ",5.7," ",18," ",220," ",14," ",250," "
23174,20101217,58," ",53," ",56," ",-1," ",51," ",53," ",9," ",0," ",0653," ",1647," ","RA BR"," ",M," ",M," ",M," ",0.48," ",29.63," ",29.98," ",9.7," ",9," ",9.8," ",23," ",100," ",20," ",100," "
23174,20101218,62," ",57," ",60," "," 3"," ",57," ",58," ",5," ",0," ",0653," ",1647," ","RA BCFG BR"," ",M," ",M," ",M," ",1.40," ",29.66," ",30," ",5.8," ",12," ",6.8," ",23," ",60," ",15," ",80," "
23174,20101219,63," ",57," ",60," "," 3"," ",58," ",59," ",5," ",0," ",0654," ",1647," ","RA BR"," ",M," ",M," ",M," ",2.23," ",29.52," ",29.87," ",9.8," ",20," ",11.3," ",33," ",240," ",25," ",240," "
23174,20101220,62," ",55," ",59," "," 2"," ",54," ",55," ",6," ",0," ",0654," ",1648," ","RA BR"," ",M," ",M," ",M," ",1.17," ",29.44," ",29.8," ",1.4," ",21," ",7.5," ",28," ",210," ",20," ",200," "
23174,20101221,58," ",53," ",56," ",-1," ",53," ",54," ",9," ",0," ",0655," ",1648," ","RA BR"," ",M," ",M," ",M," ",0.72," ",29.54," ",29.89," ",5.3," ",9," ",6.3," ",23," ",40," ",15," ",100," "
23174,20101222,62," ",54," ",58," "," 1"," ",54," ",55," ",7," ",0," ",0655," ",1649," ","RA BR"," ",M," ",M," ",M," ",1.36," ",29.48," ",29.84," ",3," ",16," ",7.8," ",26," ",360," ",18," ",200," "
23174,20101223,63," ",52," ",58," "," 1"," ",51," ",53," ",7," ",0," ",0656," ",1649," "," "," ",M," ",M," ",M," ",0.00," ",29.81," ",30.16," ",1.8," ",29," ",5.1," ",15," ",200," ",12," ",270," "
23174,20101224,66," ",49," ",58," "," 1"," ",50," ",53," ",7," ",0," ",0656," ",1650," ",MIFG," ",M," ",M," ",M," ",0.00," ",29.77," ",30.13," ",3.5," ",28," ",5.5," ",21," ",270," ",15," ",270," "
23174,20101225,61," ",47," ",54," ",-3," ",49," ",51," ",11," ",0," ",0657," ",1650," ","RA MIFG BR HZ"," ",M," ",M," ",M," ",0.49," ",29.68," ",30.03," ",3.8," ",14," ",4.9," ",21," ",150," ",13," ",210," "
23174,20101226,66," ",51," ",59," "," 2"," ",44," ",50," ",6," ",0," ",0657," ",1651," ","RA BR"," ",M," ",M," ",M," ",0.06," ",29.79," ",30.14," ",6.3," ",30," ",8.7," ",30," ",270," ",26," ",270," "
23174,20101227,64," ",45," ",55," ",-2," ",42," ",49," ",10," ",0," ",0657," ",1651," "," "," ",M," ",M," ",M," ",0.00," ",29.76," ",30.11," ",0.9," ",23," ",3," ",15," ",240," ",12," ",250," "
23174,20101228,66," ",47," ",57," "," 0"," ",45," ",51," ",8," ",0," ",0658," ",1652," "," "," ",M," ",M," ",M," ",0.00," ",29.67," ",30.02," ",0.7," ",13," ",4," ",16," ",280," ",13," ",280," "
23174,20101229,58," ",50," ",54," ",-3," ",47," ",50," ",11," ",0," ",0658," ",1653," ","RA BR"," ",M," ",M," ",M," ",0.60," ",29.41," ",29.76," ",4.1," ",30," ",9.2," ",37," ",270," ",30," ",270," "
23174,20101230,56," ",47," ",52," ",-5," ",20," ",39," ",13," ",0," ",0658," ",1653," "," "," ",M," ",M," ",M," ",0.00," ",29.50," ",29.84," ",8.9," ",34," ",10.1," ",32," ",320," ",22," ",330," "
23174,20101231,57," ",39," ",48," ",-9," ",25," ",40," ",17," ",0," ",0659," ",1654," "," "," ",M," ",M," ",M," ",0.00," ",29.69," ",30.04," ",1.5," ",32," ",4.8," ",21," ",330," ",13," ",270," "
94846,20101201,26," ",22," ",24," ",-9," ",16," ",22," ",41," ",0," ",0660," ",1622," ",SN," ",M," ",M," ",M," ","  T"," ",29.21," ",29.94," ",14.7," ",27," ",14.5," ",30," ",280," ",22," ",280," "
94846,20101202,33," ",22," ",28," ",-4," ",17," ",24," ",37," ",0," ",0701," ",1621," "," "," ",M," ",M," ",M," ",0.00," ",29.41," ",30.14," ",8.7," ",28," ",9," ",21," ",290," ",15," ",260," "
94846,20101203,31," ",18," ",25," ",-7," ",18," ",24," ",40," ",0," ",0702," ",1621," ",SN," ","  T"," ",M," ","  T"," ","  T"," ",29.44," ",30.2," ",2.2," ",34," ",3.6," ",20," ",50," ",9," ",310," "
94846,20101204,32," ",23," ",28," ",-3," ",25," ",27," ",37," ",0," ",0703," ",1621," ","SN FZFG BR"," ",M," ",M," ",M," ",0.49," ",29.39," ",30.13," ",4.7," ",34," ",7.5," ",23," ",10," ",17," ",340," "
94846,20101205,26," ",12," ",19," ",-12," ",15," ",20," ",46," ",0," ",0704," ",1621," ",SN," ",M," ",M," ",M," ","  T"," ",29.52," ",30.28," ",12.2," ",31," ",12.4," ",24," ",320," ",21," ",320," "
94846,20101206,20," ",8," ",14," ",-17," ",8," ",14," ",51," ",0," ",0705," ",1621," ",SN," ",M," ",M," ",M," ","  T"," ",29.42," ",30.2," ",12.4," ",30," ",12.6," ",23," ",330," ",20," ",310," "
94846,20101207,20," ",11," ",16," ",-14," ",6," ",13," ",49," ",0," ",0706," ",1620," "," "," ",M," ",M," ",M," ",0.00," ",29.43," ",30.2," ",9.8," ",31," ",10.2," ",21," ",300," ",16," ",300," "
94846,20101208,25," ",7," ",16," ",-14," ",7," ",14," ",49," ",0," ",0707," ",1620," "," "," ",M," ",M," ",M," ",0.00," ",29.49," ",30.25," ",6.8," ",30," ",7.1," ",17," ",340," ",13," ",330," "
94846,20101209,29," ",5," ",17," ",-13," ",14," ",18," ",48," ",0," ",0708," ",1620," ","SN BR"," ",M," ",M," ",M," ",0.03," ",29.35," ",30.15," ",9.8," ",18," ",10.3," ",28," ",190," ",23," ",190," "
94846,20101210,37," ",23," ",30," "," 1"," ",24," ",27," ",35," ",0," ",0708," ",1620," ","BR HZ"," ",M," ",M," ",M," ",0.00," ",29.22," ",29.97," ",7.3," ",23," ",7.8," ",21," ",210," ",16," ",210," "
94846,20101211,36," ",24," ",30," "," 1"," ",30," ",32," ",35," ",0," ",0709," ",1620," ","RA SN BR"," ",M," ",M," ",M," ",0.45," ",28.94," ",29.72," ",7.5," ",15," ",10.4," ",26," ",110," ",22," ",130," "
94846,20101212,31," ",12," ",22," ",-6," ",16," ",20," ",43," ",0," ",0710," ",1621," ","SN BR BLSN"," ",M," ",M," ",M," ",0.04," ",28.98," ",29.71," ",20," ",34," ",22.6," ",47," ",330," ",41," ",350," "
94846,20101213,16," ",7," ",12," ",-16," ",3," ",10," ",53," ",0," ",0711," ",1621," ",SN," ",M," ",M," ",M," ","  T"," ",29.40," ",30.13," ",16.5," ",33," ",16.6," ",37," ",320," ",30," ",340," "
94846,20101214,21," ",6," ",14," ",-14," ",3," ",10," ",51," ",0," ",0712," ",1621," "," "," ",M," ",M," ",M," ",0.00," ",29.42," ",30.19," ",7.1," ",33," ",7.4," ",20," ",30," ",13," ",320," "
94846,20101215,25," ",2," ",14," ",-13," ",5," ",13," ",51," ",0," ",0712," ",1621," "," "," ",M," ",M," ",M," ",0.00," ",29.26," ",30.06," ",2," ",12," ",2.8," ",16," ",80," ",9," ",140," "
94846,20101216,27," ",20," ",24," ",-3," ",14," ",20," ",41," ",0," ",0713," ",1621," ","SN BR"," ",M," ",M," ",M," ",0.01," ",29.13," ",29.88," ",4.2," ",32," ",5.6," ",21," ",30," ",14," ",310," "
94846,20101217,22," ",13," ",18," ",-9," ",8," ",14," ",47," ",0," ",0714," ",1622," ",BR," ",1," ",M," ",0.0," ",0.00," ",29.33," ",30.07," ",9.3," ",26," ",9.3," ",21," ",250," ",16," ",250," "
94846,20101218,19," ",10," ",15," ",-11," ",8," ",13," ",50," ",0," ",0714," ",1622," ",BR," ",M," ",M," ",M," ",0.00," ",29.28," ",30.05," ",10," ",26," ",10.1," ",23," ",280," ",18," ",260," "
94846,20101219,21," ",8," ",15," ",-11," ",9," ",14," ",50," ",0," ",0715," ",1623," "," "," ",M," ",M," ",M," ",0.00," ",29.34," ",30.1," ",5.4," ",26," ",5.9," ",15," ",270," ",13," ",280," "
94846,20101220,27," ",6," ",17," ",-9," ",15," ",19," ",48," ",0," ",0715," ",1623," ","SN BR"," ",M," ",M," ",M," ",0.20," ",29.38," ",30.14," ",5.8," ",13," ",6.6," ",20," ",90," ",16," ",130," "
94846,20101221,31," ",26," ",29," "," 3"," ",28," ",29," ",36," ",0," ",0716," ",1623," ","FZDZ SN FG+ FZFG BR"," ",M," ",M," ",M," ",0.02," ",29.28," ",30.03," ",6.3," ",15," ",7.5," ",23," ",280," ",17," ",280," "
94846,20101222,35," ",18," ",27," "," 2"," ",21," ",25," ",38," ",0," ",0717," ",1624," ","SN BR"," ",M," ",M," ",M," ","  T"," ",29.47," ",30.27," ",10.1," ",33," ",11.5," ",31," ",30," ",21," ",290," "
94846,20101223,29," ",19," ",24," ",-1," ",0," ",0," ",41," ",0," ",0717," ",1624," "," "," ",M," ",M," ",M," ",0.00," ",M," ",0," ",0," ",0," ",5.1," ",21," ",30," ",12," ",350," "
94846,20101224,32," ",27," ",30," "," 5"," ",26," ",28," ",35," ",0," ",0717," ",1625," ","SN BR"," ",M," ",M," ",M," ",0.20," ",29.57," ",30.34," ",5.4," ",35," ",5.8," ",16," ",360," ",10," ",350," "
94846,20101225,31," ",20," ",26," "," 1"," ",24," ",26," ",39," ",0," ",0718," ",1626," ","SN BR"," ",M," ",M," ",M," ",0.15," ",29.48," ",30.25," ",10.9," ",35," ",11," ",28," ",30," ",16," ",360," "
94846,20101226,33," ",19," ",26," "," 2"," ",21," ",24," ",39," ",0," ",0718," ",1626," ","SN BR"," ",M," ",M," ",M," ",0.17," ",29.52," ",30.28," ",12.3," ",34," ",12.7," ",28," ",10," ",22," ",360," "
94846,20101227,22," ",11," ",17," ",-7," ",13," ",16," ",48," ",0," ",0718," ",1627," "," "," ",M," ",M," ",M," ",0.00," ",29.51," ",30.28," ",6.2," ",27," ",8.8," ",18," ",230," ",14," ",210," "
94846,20101228,27," ",12," ",20," ",-4," ",16," ",19," ",45," ",0," ",0719," ",1628," ",BR," ",M," ",M," ",M," ",0.00," ",29.34," ",30.12," ",8.8," ",23," ",9," ",22," ",230," ",16," ",220," "
94846,20101229,36," ",9," ",23," ",-1," ",24," ",25," ",42," ",0," ",0719," ",1628," ","RA BR"," ",M," ",M," ",M," ",0.01," ",29.13," ",29.93," ",9.6," ",17," ",9.9," ",25," ",180," ",22," ",190," "
94846,20101230,46," ",34," ",40," ",17," ",38," ",39," ",25," ",0," ",0719," ",1629," ","RA DZ BR"," ",M," ",M," ",M," ","  T"," ",28.98," ",29.74," ",16.6," ",18," ",16.7," ",33," ",190," ",25," ",190," "
94846,20101231,53," ",41," ",47," ",24," ",47," ",48," ",18," ",0," ",0719," ",1630," ","TSRA RA BR"," ",M," ",M," ",M," ",0.68," ",28.98," ",29.71," ",13.4," ",19," ",14.1," ",32," ",200," ",25," ",200," "
23174,20110101,60," ",44," ",52," ",-5," ",28," ",42," ",13," ",0," ",0659," ",1655," "," "," ",M," ",M," ",M," ",0.00," ",29.87," ",30.22," ",2," ",4," ",4.9," ",29,s,10," ",12," ",30," "
23174,20110102,52," ",46," ",49," ",-8," ",35," ",43," ",16," ",0," ",0659," ",1656," ","RA BR"," ",M," ",M," ",M," ",0.59," ",29.72," ",30.08," ",6.8," ",7," ",7.5," ",31," ",30," ",20," ",70," "
23174,20110103,59," ",45," ",52," ",-5," ",41," ",46," ",13," ",0," ",0659," ",1656," ",RA," ",M," ",M," ",M," ",0.06," ",29.71," ",30.06," ",7.7," ",4," ",8.6," ",32," ",10," ",15," ",50," "
23174,20110104,66," ",45," ",56," ",-1," ",35," ",46," ",9," ",0," ",0659," ",1657," "," "," ",M," ",M," ",M," ",0.00," ",29.82," ",30.18," ",4.2," ",1," ",7.3," ",25," ",10," ",14," ",280," "
23174,20110105,68," ",45," ",57," "," 0"," ",33," ",46," ",8," ",0," ",0659," ",1658," "," "," ",M," ",M," ",M," ",0.00," ",29.83," ",30.18," ",5.5," ",1," ",7.3," ",20," ",340," ",12," ",360," "
23174,20110106,69," ",52," ",61," "," 4"," ",33," ",47," ",4," ",0," ",0659," ",1659," ",RA," ",M," ",M," ",M," ","  T"," ",29.76," ",30.11," ",2," ",2," ",6.1," ",20," ",330," ",16," ",10," "
23174,20110107,61," ",50," ",56," ",-1," ",48," ",51," ",9," ",0," ",0659," ",1660," ","BR HZ"," ",M," ",M," ",M," ","  T"," ",29.68," ",30.03," ",1.7," ",25," ",4," ",14," ",270," ",12," ",260," "
23174,20110108,58," ",50," ",54," ",-3," ",47," ",50," ",11," ",0," ",0659," ",1700," ","BR HZ"," ",M," ",M," ",M," ",0.00," ",29.64," ",29.98," ",2.1," ",26," ",5.3," ",15," ",280," ",13," ",260," "
23174,20110109,56," ",50," ",53," ",-4," ",45," ",49," ",12," ",0," ",0659," ",1701," "," "," ",M," ",M," ",M," ",0.00," ",29.65," ",30," ",4.5," ",28," ",5," ",17," ",320," ",10," ",270," "
23174,20110110,64," ",45," ",55," ",-2," ",39," ",47," ",10," ",0," ",0659," ",1702," "," "," ",M," ",M," ",M," ",0.00," ",29.74," ",30.09," ",2.3," ",1," ",4.8," ",17," ",280," ",12," ",30," "
23174,20110111,66," ",50," ",58," "," 1"," ",22," ",43," ",7," ",0," ",0659," ",1703," "," "," ",M," ",M," ",M," ","  T"," ",29.82," ",30.17," ",6," ",2," ",7.5," ",30," ",20," ",13," ",50," "
23174,20110112,72," ",50," ",61," "," 4"," ",32," ",47," ",4," ",0," ",0659," ",1704," "," "," ",M," ",M," ",M," ",0.00," ",29.88," ",30.23," ",2.7," ",32," ",4.9," ",18," ",270," ",17," ",270," "
23174,20110113,72," ",51," ",62," "," 5"," ",36," ",50," ",3," ",0," ",0659," ",1705," "," "," ",M," ",M," ",M," ",0.00," ",29.83," ",30.18," ",1.7," ",33," ",5," ",20," ",280," ",15," ",260," "
23174,20110114,79," ",52," ",66," "," 9"," ",40," ",52," ",0," ",1," ",0659," ",1706," "," "," ",M," ",M," ",M," ",0.00," ",29.77," ",30.11," ",0.5," ",25," ",3.7," ",15," ",280," ",13," ",280," "
23174,20110115,81," ",51," ",66," "," 9"," ",38," ",52," ",0," ",1," ",0659," ",1707," "," "," ",M," ",M," ",M," ",0.00," ",29.73," ",30.08," ",1.2," ",22," ",3.6," ",20," ",290," ",15," ",290," "
23174,20110116,77," ",53," ",65," "," 8"," ",43," ",53," ",0," ",0," ",0658," ",1708," "," "," ",M," ",M," ",M," ",0.00," ",29.68," ",30.02," ",1.1," ",26," ",2.6," ",13," ",280," ",12," ",260," "
23174,20110117,78," ",55," ",67," ",10," ",49," ",56," ",0," ",2," ",0658," ",1709," ",MIFG," ",M," ",M," ",M," ",0.00," ",29.61," ",29.95," ",1.4," ",25," ",3.2," ",17," ",280," ",12," ",270," "
23174,20110118,80," ",56," ",68," ",11," ",51," ",57," ",0," ",3," ",0658," ",1709," ",MIFG," ",M," ",M," ",M," ",0.00," ",29.57," ",29.91," ",1.1," ",22," ",4.1," ",14," ",280," ",13," ",280," "
23174,20110119,65," ",55," ",60," "," 3"," ",53," ",56," ",5," ",0," ",0657," ",1710," ","FG+ FG BCFG BR"," ",M," ",M," ",M," ",0.00," ",29.57," ",29.92," ",1.2," ",23," ",4.4," ",15," ",160," ",13," ",250," "
23174,20110120,77," ",51," ",64," "," 7"," ",34," ",51," ",1," ",0," ",0657," ",1711," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.70," ",30.04," ",1.1," ",28," ",2.7," ",17," ",300," ",12," ",140," "
23174,20110121,75," ",51," ",63," "," 6"," ",27," ",47," ",2," ",0," ",0657," ",1712," "," "," ",M," ",M," ",M," ",0.00," ",29.69," ",30.03," ",2.4," ",28," ",4.6," ",17," ",290," ",13," ",270," "
23174,20110122,69," ",50," ",60," "," 3"," ",45," ",51," ",5," ",0," ",0656," ",1713," ","FG+ MIFG BR"," ",M," ",M," ",M," ",0.00," ",29.60," ",29.95," ",1.1," ",25," ",4.3," ",17," ",150," ",12," ",260," "
23174,20110123,75," ",47," ",61," "," 4"," ",38," ",50," ",4," ",0," ",0656," ",1714," ",BR," ",M," ",M," ",M," ",0.00," ",29.70," ",30.05," ",2.1," ",26," ",4.4," ",21," ",290," ",15," ",280," "
23174,20110124,73," ",50," ",62," "," 5"," ",32," ",47," ",3," ",0," ",0655," ",1715," "," "," ",M," ",M," ",M," ",0.00," ",29.68," ",30.03," ",0.3," ",31," ",4.2," ",17," ",290," ",13," ",270," "
23174,20110125,72," ",49," ",61," "," 4"," ",40," ",50," ",4," ",0," ",0655," ",1716," "," "," ",M," ",M," ",M," ",0.00," ",29.68," ",30.03," ",2.4," ",27," ",3.5," ",14," ",280," ",12," ",270," "
23174,20110126,76," ",48," ",62," "," 5"," ",35," ",50," ",3," ",0," ",0654," ",1717," "," "," ",M," ",M," ",M," ",0.00," ",29.74," ",30.08," ",1.7," ",23," ",3.9," ",14," ",290," ",10," ",240," "
23174,20110127,74," ",50," ",62," "," 5"," ",33," ",48," ",3," ",0," ",0654," ",1718," "," "," ",M," ",M," ",M," ",0.00," ",29.78," ",30.13," ",2.1," ",25," ",4.5," ",17," ",230," ",13," ",270," "
23174,20110128,72," ",50," ",61," "," 3"," ",38," ",49," ",4," ",0," ",0653," ",1719," ","FG+ BCFG BR"," ",M," ",M," ",M," ",0.00," ",29.70," ",30.05," ",1.4," ",25," ",5," ",16," ",270," ",13," ",260," "
23174,20110129,62," ",47," ",55," ",-3," ",47," ",51," ",10," ",0," ",0653," ",1720," ","BR HZ VCFG"," ",M," ",M," ",M," ",0.00," ",29.74," ",30.09," ",3.1," ",25," ",4.4," ",17," ",250," ",14," ",250," "
23174,20110130,59," ",53," ",56," ",-2," ",48," ",52," ",9," ",0," ",0652," ",1721," ","RA BR"," ",M," ",M," ",M," ",0.16," ",29.75," ",30.1," ",5.4," ",27," ",7.5," ",28," ",280," ",24," ",280," "
23174,20110131,64," ",47," ",56," ",-2," ",45," ",50," ",9," ",0," ",0651," ",1722," "," "," ",M," ",M," ",M," ",0.00," ",29.76," ",30.11," ",1.6," ",24," ",3.6," ",22," ",290," ",15," ",240," "
94846,20110101,41," ",14," ",28," "," 5"," ",11," ",19," ",37," ",0," ",0720," ",1631," ",SN," ",M," ",M," ",M," ","  T"," ",29.23," ",29.94," ",19," ",25," ",18.5," ",40," ",260," ",29," ",260," "
94846,20110102,24," ",12," ",18," ",-5," ",9," ",17," ",47," ",0," ",0720," ",1632," "," "," ",M," ",M," ",M," ",0.00," ",29.41," ",30.17," ",10.3," ",24," ",11," ",25," ",230," ",20," ",230," "
94846,20110103,36," ",22," ",29," "," 6"," ",18," ",25," ",36," ",0," ",0720," ",1633," "," "," ",M," ",M," ",M," ",0.00," ",29.28," ",30.05," ",7.8," ",23," ",8.1," ",20," ",210," ",15," ",220," "
94846,20110104,30," ",13," ",22," "," 0"," ",13," ",19," ",43," ",0," ",0720," ",1634," "," "," ",M," ",M," ",M," ",0.00," ",29.26," ",30.01," ",9.8," ",27," ",10," ",25," ",280," ",20," ",280," "
